Set|Cluster|ID|ionMz|Label|59.0137|71.0139|74.0249|85.0296|87.0086|88.0405|89.0245|101.0243|102.0562|109.0407|112.0518|113.0246|115.0038|117.0195|118.051|118.9807|122.0247|128.0355|129.0192|130.0506|130.0875|131.0355|131.0824|132.0303|133.014|135.0311|145.0144|145.0617|145.0984|146.0458|147.0297|147.0655|151.0403|152.0354|153.0173|154.062|165.0554|166.0506|166.9758|168.0663|171.0302|173.0095|173.0454|173.0711|179.0348|179.0561|184.0021|186.1139|211.0603|213.0145|218.1033|225.0991|237.0282|249.0552|251.0776|259.0227|266.0886|279.2331|289.0436|296.9997|307.0311|316.2857|317.2143|323.0277|338.9889|346.0558|347.0589|362.0509|365.0531|367.0185|388.9441|397.1319|401.0173|426.0221|441.3372|489.9937|505.9889|521.984|545.3994|604.0696|606.0744|611.144|664.117|665.2139|766.1076|784.1495|808.118
A|WT|11|0011 / pck1^ 2.4|pck1^|33968|1496|3792|1289|2829|690|1960|1038|714|2174|1924|3433|1184|1644|47889|4424|883|32877|3395|820|33048|739|48855|12268|12777|7011|1231|26129|14789|40585|4788|5072|1444|241|2152|32908|2534|491|1086|2655|1573|3974|1463|2024|727|10227|17098|2850|3838|2781|2326|2836|7424|6943|2139|78675|1122|4063|6202|4686|1001|581|1175|7369|75646|96077|13116|4166|4358|4137|1072|3522|2467|118101|2556|3834|91832|17222|3332|43544|122538|8787|15937|4800|7941|4592|6114
A|WT|12|0012 / pck1^ 2.4|pck1^|22565|1443|2265|1072|1470|821|1947|1057|779|752|1924|3077|651|368|37340|4469|461|21008|1622|161|28899|1316|35735|8717|5048|6292|3589|20108|13076|28638|1788|3076|833|2079|2257|17593|1990|1591|566|2159|3618|3466|852|1483|802|7700|10145|2307|4102|2987|2785|2236|6740|6251|2919|64985|1421|5838|5233|3272|2284|1626|1253|7123|55175|69676|9826|3126|2011|2425|1840|1829|1390|93505|2102|3685|71053|12663|2010|33046|90194|6764|12166|3541|5093|3797|4205
A|WT|13|0013 / pck1^ 2.4|pck1^|36285|1810|4060|1329|2535|304|3009|1610|868|1570|2161|4729|1622|2597|56062|5227|1008|36499|1704|3086|43894|1814|48468|13609|15518|6340|2150|32009|16172|51709|4079|5808|2640|1003|1468|40841|3071|1775|1560|2304|2430|4878|797|1615|1038|12723|14713|2092|2799|4009|3910|3865|9967|9160|1848|90128|1661|4733|6277|4779|1439|660|1787|7452|84822|98912|15664|5719|4263|2389|1951|3144|2165|127544|2922|2528|91275|18559|2929|46944|138287|9483|14447|3850|7393|4266|6319
A|WT|14|0014 / pck1^ 2.4|pck1^|30275|678|3406|622|981|431|2085|1901|191|1983|2717|2414|1225|1414|46891|6014|562|25481|2632|672|33947|1348|44777|11587|9238|7675|3202|26478|16145|38372|2581|3185|1638|899|2338|28583|2887|1121|1439|3029|3455|4160|1373|1776|853|9133|13712|2201|3429|1728|2391|2457|6961|6363|3453|70248|1825|5350|5259|3404|1633|1691|1741|7583|64237|79133|13747|3283|3734|2586|1819|3181|2385|106399|1711|3479|73356|14865|2604|35976|107078|7822|12518|3170|5731|4448|4696
A|WT|15|0015 / pck1^ 2.4|pck1^|34858|1257|4116|2149|1629|891|2004|1572|1246|2704|2908|4282|2094|917|55687|5997|717|35602|2678|526|49702|1152|58461|14137|14470|7071|4857|36083|21547|62750|2337|4559|584|916|3923|42735|3158|1825|114|1151|832|5248|883|1441|702|11753|18065|1230|5067|3128|3802|2585|10001|6997|1505|87208|1313|5597|6234|5857|1362|1761|2779|8088|84750|103045|14492|5346|3534|3254|1078|3515|2249|126284|3056|3976|85368|17731|3467|41368|132745|10627|14631|4577|8116|3130|6239
A|WT|16|0016 / pck1^ 2.4|pck1^|28558|1054|2945|1751|1801|1048|2953|1082|479|1415|3040|2657|1052|836|38726|5589|540|25958|1898|897|32343|2283|44874|8065|5477|5960|2424|22686|17115|37895|2785|3855|1417|1350|736|24731|3855|1753|1836|3029|3683|4949|882|2130|1100|7127|13596|5119|5364|4471|1806|1626|8314|5527|2437|68791|944|4445|5424|6383|1946|1293|2457|6730|62097|77589|10968|3937|3324|2995|1368|2338|2368|103764|2988|3458|73503|13974|1732|30095|97219|6782|11045|2327|4296|3318|5083
A|WT|17|0017 / pck1^ 2.4|pck1^|36375|1359|3850|994|1832|942|2658|499|1438|2438|3063|2986|2705|1377|53177|5550|921|35397|1342|1132|41808|706|47157|13398|15227|6249|4714|33923|20286|47280|2752|4968|1028|1006|3635|37098|3341|1264|1776|1786|3226|4355|1056|877|1066|10759|14755|1901|3455|1117|3556|1661|9322|7074|2267|89224|1822|4431|7247|4289|1831|1336|1973|8617|80384|100808|13927|4154|2926|3747|771|2436|1033|120754|2219|3077|85457|16093|3369|44685|131591|9903|15289|3639|8087|3562|6456
A|WT|18|0018 / pck1^ 2.4|pck1^|31684|1724|3086|1168|1584|640|3578|1365|1072|1691|2133|2975|2183|1068|44390|5148|974|30290|1310|398|29803|1515|41815|13230|11782|7365|2760|23813|15056|44303|2830|4496|2044|1803|1570|30331|1721|1503|765|2913|2122|4013|1517|1256|1125|9609|15565|3086|4589|2728|3343|2471|7732|5451|3314|69838|737|5225|6130|5479|562|2216|2178|8812|68510|88348|13883|4906|3764|3761|835|2759|1810|112420|4354|3444|83823|13971|2915|40911|118780|7250|14697|3433|6098|3451|7039
A|WT|19|0019 / pck1^ 2.4|pck1^|25583|633|1624|1169|1728|297|2141|587|1170|638|1004|2737|529|1188|37211|6122|352|23792|1234|1215|18625|823|28282|10012|6969|7788|2888|18812|10194|30562|1905|3059|888|1563|1690|20386|2302|1757|1200|2241|4538|2399|391|1376|642|10910|9759|1581|3664|4350|2897|1964|5693|4299|2908|63690|773|4415|5390|3220|825|1813|1304|7638|59963|92290|12801|4371|3293|2317|1764|2153|1793|115355|2304|3411|71480|14136|2486|41376|133155|10988|15046|4318|5020|4279|5277
A|WT|20|0020 / pck1^ 2.4|pck1^|24293|492|3396|1198|1207|937|1089|156|488|1452|1646|2515|853|1362|30156|3880|530|19474|1250|809|20052|659|26627|9036|7827|5215|742|15906|10205|25042|1322|2595|816|830|1602|14629|2276|993|698|3258|3180|2994|471|1203|655|6147|10809|2397|3759|2040|2474|2736|5938|4894|3065|55249|1238|4142|4807|2751|781|1545|1578|7363|51562|74970|10503|3896|2587|2890|1935|2366|1352|100394|2307|3486|64199|13413|1894|32940|99948|7502|15427|2868|5579|3242|4439
A|WT|31|0031 / pck1^ 1.2|pck1^|76258|1407|4878|1716|3546|1306|3072|1806|2016|1509|2011|6522|922|2703|54862|8087|1011|45671|2591|484|40215|2496|53320|14104|6450|5272|2159|46935|64507|91987|2020|6051|631|1643|4138|40954|2722|1819|1094|2974|492|2786|617|2025|1157|14893|26862|913|4814|1627|3101|2706|13591|3924|2470|64410|717|6868|7986|3965|1233|1543|4224|5509|81331|28893|4237|2816|1771|6082|1999|2623|2546|95272|4095|3516|133754|25861|19133|46258|71758|9457|6463|3082|4034|3147|6389
A|WT|32|0032 / pck1^ 1.2|pck1^|162776|4492|15703|4045|5623|2761|7750|5093|5663|9821|23931|16554|10184|9472|195560|20155|7514|166746|8210|2440|161869|2605|202274|85055|91490|14222|7791|154953|232523|507437|16912|14298|2850|3071|4033|143337|6190|2966|2174|3957|2742|9529|2245|4887|2799|29833|63178|695|6882|3141|7428|2814|29847|6491|3003|158958|1492|8933|13571|4328|2724|2300|1745|10343|163072|51773|8721|4515|2572|6739|3176|3853|2055|173824|8821|4272|229173|40637|24854|72155|95326|13392|10012|4468|6682|4371|8872
A|WT|33|0033 / pck1^ 1.2|pck1^|136340|4415|13878|4127|4381|2878|8006|4330|5275|11244|25178|20226|12445|9727|185493|24533|4920|161888|6559|1940|154003|2415|193917|84525|87757|15214|6870|141275|222012|505810|16975|12444|3299|4791|4491|134087|6005|3145|2015|4206|1695|8791|2340|4350|2069|26545|56836|1338|6591|3400|6045|2966|27776|4989|2588|153584|1483|8966|13386|3781|2723|2162|2845|10618|155565|48651|6422|4133|3525|6047|1768|2298|2642|157743|8059|4394|194915|31428|24155|67182|94922|12670|9225|2909|7346|3987|6550
A|WT|34|0034 / pck1^ 1.2|pck1^|75642|2787|6332|2525|3374|1704|4379|1969|2086|3790|9304|9275|3652|2786|72469|11191|1667|69592|4209|2335|66460|1606|102053|26389|19321|5802|3532|66111|126480|174745|5246|7548|2006|2782|2832|67602|3681|2100|620|2580|4424|4917|1675|3594|1529|17203|34381|1419|4046|3366|4134|1938|17353|3017|1848|84920|858|7303|8181|2565|1235|1647|1611|7106|107383|33195|5578|2100|2842|5167|1492|2704|2279|114504|6761|3627|165493|28109|19303|55179|72450|9847|7006|3379|5375|3492|5426
A|WT|35|0035 / pck1^ 1.2|pck1^|64252|1699|1970|683|2339|905|2709|1695|1299|2614|1950|5580|649|1465|49717|10594|591|39016|1220|1743|29516|2122|52269|12028|5236|4526|2252|38364|62915|71025|2990|5353|1984|1153|1930|34849|3916|1445|2312|3021|1999|3083|1346|2283|579|11760|24429|1032|4793|3129|2796|2760|11191|4780|1577|63134|1297|4862|6505|2988|1771|3217|2481|5904|81460|29737|4242|3035|2727|4523|1685|2835|1969|87906|5673|2431|131962|21252|18493|44748|67018|8662|6512|3428|5506|1925|5804
A|WT|36|0036 / pck1^ 1.2|pck1^|51118|1348|3247|1148|2758|700|2697|1170|727|843|2089|5077|1023|2412|33897|6360|427|29145|316|919|19761|340|37827|8784|3220|3822|1217|23304|41977|43105|2478|4039|778|649|2194|18955|2727|1574|2549|3325|2688|1566|375|1285|1017|9790|16469|2914|3605|435|2950|2147|9296|2770|1910|44409|502|5548|5951|1707|1848|2990|2655|5329|57874|22639|4531|2116|1682|4002|1997|2800|1330|73751|3374|2746|112863|18901|16548|40354|56646|8178|5760|2532|3897|2799|4405
A|WT|37|0037 / pck1^ 1.2|pck1^|65005|1300|4826|2862|2868|918|4107|2047|722|1870|8241|7306|785|1187|51357|9916|2067|47013|2287|812|42674|1734|81614|14244|9761|4321|1980|41891|107063|88389|2690|5792|1420|2570|2615|44478|2131|1689|1654|2443|1540|3109|922|3126|1487|14255|27204|1794|4836|2700|3386|2782|13538|5172|1858|72516|893|7575|7953|3239|1757|1578|1922|7259|85107|30421|4329|3365|2385|4016|1272|3857|2344|105976|5927|4062|146695|25524|18908|48576|67815|8427|8130|2877|4980|2444|4679
A|WT|38|0038 / pck1^ 1.2|pck1^|45247|1242|4769|1698|1345|1218|3179|2086|851|3086|4779|6120|1251|1304|38036|11496|1309|37018|1631|980|34980|1009|50957|11891|5665|4321|3467|33584|66407|77355|4879|5798|1516|1685|1061|27623|2600|868|938|3749|3442|2243|773|2138|914|10054|18912|286|4940|3714|2040|1568|10767|2458|3450|52766|1946|6481|4747|3269|1719|1222|2162|5870|57390|24633|4403|2334|1734|3730|1370|3073|1943|75599|4457|3290|99351|19415|12292|30664|49871|5970|5760|3044|3782|1931|3296
A|WT|39|0039 / pck1^ 1.2|pck1^|56138|1463|2568|1166|2383|789|3254|1177|1105|1766|2197|5298|673|1774|39707|5800|840|32069|1382|405|24723|1171|41436|11029|4062|2524|2782|26661|54692|51998|2165|3989|985|1383|1691|24191|3490|911|77|1527|1766|2789|784|1756|523|10248|18981|875|3899|3292|3018|1532|9199|4921|2630|53618|1044|5986|5819|2486|1816|1731|2341|5059|67871|25802|3275|2687|3695|4049|2626|2605|2084|78478|4554|2865|107789|18317|15731|38646|62182|8305|6174|2760|5500|3533|4494
A|WT|40|0040 / pck1^ 1.2|pck1^|63670|1063|4438|1991|1930|938|3054|1826|1114|857|3157|6156|1467|1934|51218|6600|707|42384|1646|89|33221|745|59146|11029|6986|4222|3252|39631|68147|74289|2052|4630|1685|1926|1613|35117|1722|653|1836|2196|1|3319|1729|4183|841|12521|27461|438|5546|1529|4304|1530|12374|3302|2759|65553|1965|6788|5927|3391|1206|3581|2919|5602|78335|30856|4484|2187|3765|4804|1550|2380|1819|92402|6099|2209|128796|21757|18604|44907|66995|6967|6755|2864|6000|4197|4034
A|WT|61|0061 / pck1^ 1.3|pck1^|75168|1701|4508|1120|2419|1590|1005|1070|478|1714|3045|4262|1668|1056|53437|5131|795|32449|2535|825|49190|950|52445|14154|11181|8183|2335|31954|20157|59647|2625|4104|1336|1149|1218|34629|2738|596|1160|2627|2208|4607|804|1437|919|7133|22423|2269|5729|1691|2870|2305|11904|4954|2370|102325|928|5523|6909|6813|1504|1921|1295|10340|82684|136806|16675|6703|4746|3758|2509|2220|2531|137140|5371|3839|79911|19510|18033|45840|125905|6261|30444|2613|6484|4025|5680
A|WT|62|0062 / pck1^ 1.3|pck1^|42530|735|3204|435|1699|605|1140|1520|677|1312|1919|1717|1344|639|31067|5254|339|20644|888|107|35226|304|39209|6915|3462|7971|2622|22006|17760|30806|2122|2825|1082|2505|3657|17664|2719|1369|670|2001|1303|3911|1004|2505|212|4265|14377|673|3740|2159|2352|2889|9475|4440|2123|70607|1693|5253|6212|4940|1457|1307|1501|8654|47813|95078|13037|5379|2797|4007|2226|1456|1548|85295|3078|3933|53761|12253|13105|28553|87919|5204|21963|2175|3905|3076|3991
A|WT|63|0063 / pck1^ 1.3|pck1^|84801|983|3862|1832|1846|1566|1392|833|737|1382|2263|3540|1763|464|50514|5104|435|32944|2512|540|40923|1430|47738|14076|12514|6683|1982|31570|18756|54771|3043|4806|1120|699|1556|37595|3824|796|816|2291|2141|5157|1478|2503|1082|6512|17281|2280|7596|1636|3213|2708|10257|4109|4155|98661|728|6285|6211|5075|1103|1804|2257|10148|82754|132313|18276|5225|3448|3497|1285|2778|2484|125360|4585|3243|66900|15896|20217|45101|130526|7009|32625|3630|7747|4481|6573
A|WT|64|0064 / pck1^ 1.3|pck1^|65095|1219|3262|790|1054|1429|1647|838|759|2114|2049|4171|1681|588|41830|4172|440|31340|1638|293|40881|282|54026|10838|5667|7192|2229|29750|19478|44770|2892|3540|1633|3285|1400|27842|3010|2156|1202|1539|4425|3902|946|2780|1149|6441|16610|3192|3614|2129|3197|2028|9988|4776|2906|89093|1537|5876|6959|3823|1880|1939|1612|9022|66779|111575|17305|8248|2361|2973|1080|2985|1803|117095|5587|5016|62697|16970|16000|34440|108738|5974|26770|2282|5299|3012|4451
A|WT|65|0065 / pck1^ 1.3|pck1^|85609|1230|5200|596|3094|2166|1405|1507|2043|1726|3424|2039|2674|1107|57293|4863|622|38618|2884|459|58621|829|61912|15713|12930|6128|2624|41082|21707|67786|4148|6612|2148|1428|2773|37812|2734|1306|1691|2737|1567|5288|685|1587|818|7654|22904|1528|4359|4861|3364|3042|10341|5034|2595|110210|938|5102|6484|5172|2124|1973|1734|10052|83251|132813|16689|7488|3715|3642|2190|3416|2807|130209|5124|3588|70161|15816|20183|44048|127181|6825|33074|3558|7171|5141|5935
A|WT|66|0066 / pck1^ 1.3|pck1^|71455|1201|3952|1652|2927|1461|1065|1174|363|2739|2203|2938|1168|1186|48144|4905|675|31500|2406|634|52026|1324|62645|12267|10395|7075|2096|37736|25072|62879|3014|5739|1845|1650|1890|38297|3498|1071|565|3831|1672|4972|556|2558|876|6262|19097|2078|6794|1573|3058|2097|9577|6335|2678|101574|733|4795|6361|3931|2118|2085|1968|8507|77926|116286|17115|7433|4036|3861|2046|2165|2432|124186|4997|3419|67468|13810|16668|40822|116117|6841|30331|1675|6487|4489|5473
A|WT|67|0067 / pck1^ 1.3|pck1^|73861|814|4963|1058|1790|1621|931|1446|1059|1409|1894|3000|993|872|53135|4884|716|32142|3202|1556|53592|839|61415|13377|8696|8199|1502|34887|22032|68604|3424|3533|2607|1294|2199|36811|3203|959|2068|3728|3457|7169|874|2020|211|7238|19056|783|4382|3072|3709|1689|10732|6550|1928|99499|1819|6486|6585|5097|1679|2281|2410|10506|79491|127076|18955|6892|2914|3274|2179|2452|3094|121091|6756|3250|63348|13904|16898|38014|120791|5946|28674|2238|5383|3901|5638
A|WT|68|0068 / pck1^ 1.3|pck1^|80421|1135|5302|1839|2680|864|2328|1315|2291|1768|2853|3619|1141|677|53083|3998|838|30679|1979|856|44268|910|56707|12558|12628|8725|3919|34548|20705|60997|2996|4200|1193|1593|4188|37509|3253|2595|29|2243|1492|4154|601|2163|670|6810|21216|1061|5486|3370|4033|1394|9453|5187|2941|95705|1509|6149|6877|4221|1153|1787|1833|10371|81123|124202|17564|6534|2535|3271|2083|2643|1751|132294|5892|2464|68403|15844|19092|38935|126944|6873|27606|3563|7095|3630|5793
A|WT|69|0069 / pck1^ 1.3|pck1^|84805|748|4481|2208|2160|1708|1428|408|770|1438|1870|3206|1678|1276|51003|4011|923|36805|1909|1069|50767|576|63050|16022|12218|7999|4068|33323|23464|61177|3531|4995|801|2610|1932|36944|2254|1519|1503|2750|1054|5616|1069|2564|711|6826|24881|945|4405|3510|4272|2512|12004|5834|2764|105474|1795|4337|6512|4894|1214|2979|1889|10591|77125|137953|17801|7115|3988|2604|2067|3069|1922|132926|4181|2683|62536|14766|18229|42115|127161|7972|31669|2520|7597|3413|6044
A|WT|70|0070 / pck1^ 1.3|pck1^|25784|612|2045|748|778|944|1036|427|852|1650|4126|2383|934|486|25341|5275|531|17890|1676|1557|31613|1579|49326|6713|5712|4892|1124|17861|19369|28498|2221|2589|134|2974|4325|18454|1870|939|711|1726|1571|5571|1328|2514|756|3389|8499|1009|4084|3000|1098|2006|7732|3501|2519|50838|587|3949|4673|4598|988|1984|1935|8054|39861|70051|10703|4357|1763|3340|2433|2935|2025|72109|1921|2986|41563|8553|8990|18784|64335|4742|15370|2338|2944|1666|2211
A|WT|261|0261 / pck1^ 1.1|pck1^|87347|1586|5188|2270|3945|1543|4977|2772|721|2838|2154|9603|1750|2015|62610|13247|1592|60635|2055|1116|55218|860|77698|19730|7900|6263|2844|55413|92110|132834|3446|4195|1771|1468|2801|47155|3291|1841|2885|3309|960|3081|476|1985|1824|15915|31799|2228|3436|3257|3815|2530|16282|3240|1780|71416|1521|5703|8890|1676|1832|3042|2807|6549|96569|30454|4101|2890|2720|4472|2478|2954|1782|97058|5024|4136|155917|27415|19573|48475|66073|7629|6665|3057|5109|3276|5834
A|WT|262|0262 / pck1^ 1.1|pck1^|70337|1754|3601|2387|2894|790|3990|1663|1205|1731|2193|7737|671|2442|48799|9798|893|44325|2011|1147|38923|466|56645|13425|5516|3577|2240|36793|76493|79067|2505|4335|738|2265|3136|33679|3279|1151|1640|2543|1825|2864|752|1459|1158|13773|25401|1874|5671|1958|3328|3027|13863|4325|2014|62559|597|7246|7495|2681|1917|1910|1669|5333|78359|25257|3172|3114|3097|3135|2171|2415|1489|85139|4346|2838|134790|23672|19771|44415|61011|6888|5415|2216|4589|3604|5047
A|WT|263|0263 / pck1^ 1.1|pck1^|86822|2297|6631|2241|3196|1748|5012|2126|1047|2003|1902|7975|1181|2261|58507|8884|697|52977|2262|1498|51909|1186|67212|17470|5743|4103|5056|55960|78973|115513|4408|6220|2394|1512|2975|40405|4848|1031|1386|1793|2212|3774|1173|1382|972|16142|27317|1715|2364|1656|3650|1920|12586|3909|3331|76218|905|7679|7049|1783|1829|4091|2790|6807|91387|29244|4629|1983|1753|4170|4631|2737|1203|90276|5283|4178|138295|25677|18492|52659|69057|8467|5888|2175|6244|3572|6066
A|WT|264|0264 / pck1^ 1.1|pck1^|81887|1740|4571|2758|3572|696|4595|1559|1995|2972|1798|8102|1510|1890|58216|13680|1405|56917|2420|1179|47370|681|73651|17232|7088|5169|4051|52584|87252|114498|4038|5444|1928|1281|3171|48877|3676|1334|1806|2999|2514|3498|900|2112|899|16660|33035|1611|4209|2675|3608|2779|13460|5510|3527|73229|984|8460|8331|3798|1782|2560|3351|6187|89597|31556|4633|2476|2498|4532|3083|3756|1648|97889|5544|2681|148227|29739|17655|46892|67406|8372|6771|1844|5364|3272|5481
A|WT|265|0265 / pck1^ 1.1|pck1^|92952|1828|5251|2830|3518|665|5314|1496|1506|4380|2987|9586|593|2735|61767|11658|1755|58622|2159|1980|62722|2351|83213|18492|8591|5457|2918|54348|101156|129846|3350|5334|1478|2314|2840|55093|3668|2015|1148|5107|1643|4601|1233|3132|1459|16968|30427|2423|5362|2958|4639|1612|18538|4473|3488|83350|1556|8031|8256|3128|2688|2522|2697|6111|98740|33106|5675|3747|2888|4899|3027|2342|2010|100461|6433|3071|151530|24528|21523|48324|74235|8047|7600|2664|4232|3712|4987
A|WT|266|0266 / pck1^ 1.1|pck1^|87532|2180|4051|2419|2802|1227|4017|2375|2468|2920|1802|7830|940|1986|60956|10820|1190|60893|1876|1621|57216|1304|82469|19439|8261|6981|3501|52678|100580|132888|3912|4772|1795|1175|2126|60117|3639|1587|2204|1987|1170|3488|1426|2587|1660|17188|32110|2742|4438|3176|3278|1532|15440|3684|1743|74816|547|7658|8912|3789|2061|2096|2696|6680|90441|32790|4882|2220|2599|5361|1484|3702|1944|98420|6530|4070|151409|25098|21079|51518|68923|9384|7817|2955|6193|2424|6400
A|WT|267|0267 / pck1^ 1.1|pck1^|69318|1902|3022|2842|3796|755|3732|1587|1505|2670|2738|6427|1639|831|48824|10040|1024|45056|2138|441|38766|1329|53682|12091|4490|4635|1973|37877|77520|90039|3966|4233|2302|1685|2461|28842|3859|2336|2244|1587|2240|4075|1074|3002|1052|13342|23416|2556|3340|4779|3857|2061|10282|3093|2052|59827|1315|5507|8122|3990|2468|1274|1918|6573|71101|25567|3797|3036|2306|4568|1576|3838|1458|78572|5698|2084|104449|18592|16823|37291|58874|7814|4246|2437|4113|2260|4132
A|WT|268|0268 / pck1^ 1.1|pck1^|83515|2009|4013|2803|3343|1341|4494|1508|949|3436|1639|7945|2388|1747|54506|9305|856|55826|2736|1183|50829|970|72801|18631|7829|5709|3199|48456|96151|111561|3030|4690|2285|3371|3006|45609|3840|1673|808|3173|91|4124|1254|2498|1297|16188|28485|1077|5452|1844|3185|2193|14230|4316|2582|73693|1903|8095|8370|4325|2174|2164|3235|6768|91895|29797|5380|2275|2668|3600|2643|2547|2116|94721|5897|3654|141895|26273|20481|48798|70360|8163|6927|3870|4747|3746|5028
A|WT|269|0269 / pck1^ 1.1|pck1^|89927|1455|5936|1737|2797|843|4533|1779|1162|3138|2797|8413|2280|2859|61728|10778|1347|59077|2456|1232|54034|866|75778|14695|7178|4377|3795|52429|96906|123404|3408|6516|2551|1132|2351|50593|3118|1346|398|2478|1677|3874|812|1930|959|17126|27267|1094|4570|2950|3142|1754|14146|4621|2919|76887|726|8081|9322|4569|1511|2634|2529|7628|100012|30196|5893|2629|2282|5334|1888|3176|2025|100876|5975|3419|135815|27661|21099|48764|73769|8083|6466|2368|5298|3281|6091
